ParkID,Park,Score,Facility Type,Facility Name,Address,State,Zipcode,Square Feet,Perimeter Length(ft),Acres,Longitude,Latitude
125,Hamilton Recreation Center,0.982,Restroom,GGP6 Chain of Lakes Bathroom,Stanyan & Great Hwy,CA,94117,855.38,118.29,0.02,-122.50180553,37.76797053
28,John McLaren Park,0.875,Ball Field,Parkside ball fields,28th Ave & Vicente,CA,94116,"104,340.63","1,513.14",2.40,-122.48430123,37.73838541
155,Muriel Leff Mini Park,0.857,Clubhouse,Argonne: Clubhouse,18th Ave  &  Geary Blvd,CA,94121,"1,629.31",213.18,0.04,-122.47766682,37.77958789
17,Merced Heights Playground,0.868,Ball Field,Jackson ball fields,17th & Arkansas Street,CA,94107,"147,298.32","1,631.63",3.38,-122.39966866,37.7644047
83,Sigmund Stern Recreation Grove,0.882,Basketball Court,Moscone Basketball Courts,1800 Chestnut St,CA,94123,"10,434.79",594.33,0.24,-122.43314293,37.80208974
103,Lincoln Park,0.82,Basketball Court,Walter Haas Basketball Courts,Addison & Farnum,CA,94131,"4,080.70",264.14,0.09,-122.43480806,37.74043202
115,Koshland Park,0.978,Restroom,DuPont Courts Restrooms,30th Ave & Clement,CA,94121,291.66,75.73,0.01,-122.49084001,37.78287907
57,Eugene Friend Recreation Center,0.8909999999999999,Basketball Court,Excelsior Basketball Courts,Russia Ave & Madrid,CA,94112,"5,882.71",313.13,0.14,-122.43331869,37.71994082
202,Utah-18th Street Mini Park,0.9570000000000001,Clubhouse,Pine Lake Park Clubhouse,Sloat Blvd & Vale St,CA,94116,"1,707.81",191.99,0.04,-122.48719667,37.73602297
14,Lessing-Sears Mini Park,0.956,Ball Field,GGP2 Big Rec Ball Fields,Stanyan & Great Hwy,CA,94117,"338,875.05","2,546.55",7.78,-122.46453564,37.76739107
184,Fay Park,0.972,Clubhouse,James Rolph Jr Clubhouse,Potrero & Cesar Chavez St,CA,94110,"2,967.47",239.33,0.07,-122.40667240000002,37.74997723
19,Minnie & Lovie Ward Recreation Center,0.8220000000000001,Ball Field,Louis Sutter PG Ball Fields,Mansell & Visitacion,CA,94134,"111,951.52","1,514.10",2.57,-122.41348022,37.72310926
39,Silver Terrace Playground,0.888,Ball Field,West Sunset Ball Fields,3223 Ortega St & 39th Ave,CA,94116,"222,407.85","3,633.31",5.11,-122.49865249999999,37.74905447
65,Aptos Playground,0.912,Basketball Court,Holly Park Basketball Courts,Holly Park Cir,CA,94110,"5,308.30",303.45,0.12,-122.42038592,37.73698333
89,Golden Gate Heights Park,0.763,Basketball Court,Palega Basketball Courts,500 Felton,CA,94134,"7,360.71",362.13,0.17,-122.41004368,37.72889564
97,Argonne Playground,0.9490000000000001,Basketball Court,South Sunset Basketball Courts,40th Ave & Vicente St,CA,94116,"12,719.85",451.65,0.29,-122.49851407,37.73781117
99,Rochambeau Playground,0.9,Basketball Court,States Street Basketball Courts,States St,CA,94114,"7,840.90",361.90,0.18,-122.43813886,37.76370219
109,Presidio Heights Playground,0.925,Restroom,Balboa Park East Bathrooms,Ocean & San Jose,CA,94112,"1,008.10",127.06,0.02,-122.44423221,37.72518276
134,Father Alfred E. Boeddeker Park,0.91,Restroom,Holly Park Bathrooms,Holly Park Cir,CA,94110,446.50,92.09,0.01,-122.42057329,37.73711761
48,India Basin Shoreline Park,0.797,Basketball Court,Boeddeker Park Basketball Courts,295 Eddy St,CA,94102,"2,591.24",203.79,0.06,-122.41243003,37.78432754
82,Pine Lake Park,0.86,Basketball Court,Mission PG Basketball Court,19th & Linda,CA,94110,"5,620.73",309.76,0.13,-122.42257415,37.75924429
9,Rolph Nicol Playground,0.951,Dog Play Area,Douglass dog play area,26th & Douglass Street,CA,94114,"70,655.34","1,153.02",1.62,-122.43889466,37.74674101
123,Sgt. John Macaulay Park,0.9620000000000001,Restroom,GGP1 Horseshoe Pits Bathroom,Stanyan & Great Hwy,CA,94117,349.76,77.86,0.01,-122.45598222,37.77374756
44,Gilman Playground,0.826,Basketball Court,Rossi Basketball Courts,Arguello & Anza,CA,94118,"5,991.51",319.90,0.14,-122.45738243,37.779225200000006
164,Crocker Amazon Playground,0.985,Clubhouse,Excelsior Clubhouse,Russia Ave & Madrid,CA,94112,"2,747.37",278.84,0.06,-122.43361483,37.72024888
196,Head-Brotherhood Mini Park,0.897,Maintenance Facility,Michelangelo Gardeners Shed,Greenwich & Jones,CA,94133,249.74,68.37,0.01,-122.41678045,37.80126925
101,Park Presidio Boulevard,0.4,Basketball Court,Sunset Basketball Courts,2201 Lawton,CA,94122,"5,862.01",325.58,0.13,-122.48655481,37.75667826
192,Turk-Hyde Mini Park,0.731,Activity Center,Lincoln Park Golf Course Clubhouse,34th Ave & Clement,CA,94121,"8,288.49",571.18,0.19,-122.49430875,37.78226619
28,John McLaren Park,0.451,Ball Field,Parkside ball fields,28th Ave & Vicente,CA,94116,"104,340.63","1,513.14",2.40,-122.48430123,37.73838541
91,West Sunset Playground,0.917,Basketball Court,Presidio Heights Basketball Courts,Clay & Walnut St,CA,94118,"6,165.97",320.02,0.14,-122.44947936,37.78852017
88,McCoppin Square,0.9570000000000001,Basketball Court,Parkside Square Basketball Courts,28th Ave & Vicente,CA,94116,"2,332.73",203.41,0.05,-122.48342987,37.73875894
24,Garfield Square,0.917,Ball Field,McCoppin Ball Fields,24th & Taraval,CA,94116,"77,985.77","1,152.14",1.79,-122.47987668,37.74401981
193,Esprit Park,0.848,Clubhouse,MS Hayward Historic Clubhouse,1016 Laguna,CA,94102,"1,016.87",169.68,0.02,-122.42668959,37.7807431
107,Laurel Hill Playground,0.973,Restroom,Alamo: Restrooms,Hayes & Steiner,CA,94117,479.59,96.29,0.01,-122.43430821,37.776068
168,Tenderloin Children's Recreation Center,0.953,Activity Center,GGP2 Bowling Green Clubhouse,Stanyan & Great Hwy,CA,94117,"2,741.30",210.54,0.06,-122.45896828,37.76859841
26,Kelloch Velasco Mini Park,0.9329999999999999,Ball Field,Moscone ball fields,1800 Chestnut Street,CA,94123,"209,906.12","2,000.32",4.82,-122.43287515,37.80222739
191,Kid Power Park,0.9570000000000001,Clubhouse,Laurel Hill Clubhouse,Euclid & Collins St,CA,94118,"1,340.12",184.90,0.03,-122.45120921,37.78370026
95,Cabrillo Playground,0.915,Basketball Court,Silver Terrace Basketball Courts,Thornton & Bayshore,CA,94124,"6,430.66",324.46,0.15,-122.40237246,37.73280967
105,Angelo J. Rossi Playground,0.884,Basketball Court,YoungbloodColeman Basketball Courts,Mendell & Galvez,CA,94124,"10,461.24",450.06,0.24,-122.38380193,37.73816799
102,Mountain Lake Park,0.82,Basketball Court,Upper Noe Basketball Courts,Day & Sanchez St,CA,94131,"5,471.94",304.93,0.13,-122.42795075,37.74226468
117,Alamo Square,0.9540000000000001,Restroom,Gilman Bathrooms,Gilman Ave & Griffith,CA,94124,378.67,94.26,0.01,-122.38877192,37.71717866
10,Lake Merced Park,0.7140000000000001,Ball Field,Eureka Valley Ball Fields,100 Collingwood,CA,94114,"32,412.15",705.06,0.74,-122.4366393,37.7595074
172,Richmond Recreation Center,0.912,Fieldhouse,GGP1 Kezar Fieldhouse S,755 Stanyan,CA,94117,"2,260.34",232.59,0.05,-122.45598582,37.76620435
53,McKinley Square,0.8420000000000001,Basketball Court,Basketball Courts,Washington & Mason St,CA,94108,"4,599.32",285.19,0.11,-122.41204267,37.79411551
46,Adam Rogers Park,0.705,Basketball Court,Bernal Hts RC  Basketball Courts,500 Moultrie St,CA,94110,"3,530.33",244.47,0.08,-122.41633421,37.73824803
163,Lower Great Highway,0.9590000000000001,Clubhouse,Douglass Clubhouse,26th & Douglass St,CA,94114,"1,125.83",175.94,0.03,-122.43839743,37.74780728
86,Carl Larsen Park,0.6970000000000001,Basketball Court,Ocean View Basketball Courts,Capitol & Montana St,CA,94112,"5,572.02",311.98,0.13,-122.45670775,37.71633478
90,J. P. Murphy Playground,0.82,Basketball Court,Potrero Hill Basketball Courts,801 Arkansas St,CA,94107,"5,816.79",317.60,0.13,-122.39716361,37.75692591
72,Noe Valley Courts,0.682,Basketball Court,Kelloch Velasco Basketball Courts,Kelloch & Velasco St,CA,94134,"8,317.78",532.85,0.19,-122.41281406,37.70844554
131,Allyne Park,0.8290000000000001,Restroom,GGP1 Sharon Meadow Bathroom,Sharon Meadow,CA,94117,"1,925.50",201.75,0.04,-122.45891022,37.76818303
129,Alta Plaza,0.898,Restroom,GGP5 Polo Field Bathroom,Stanyan & Great Hwy,CA,94117,"2,269.85",199.66,0.05,-122.49278049,37.76678507
127,Cottage Row Mini Park,0.943,Restroom,GGP2 Japanese Tea Garden Women's Bathrm,Stanyan & Great Hwy,CA,94117,390.48,116.42,0.01,-122.46944064,37.7704745
122,Jefferson Square,0.8809999999999999,Restroom,GGP4 Mothers Meadow Bathroom,M.L. King Dr/19th Ave,CA,94117,"1,381.34",154.49,0.03,-122.47668133,37.76637364
7,George Christopher Playground,0.965,Ball Field,Larsen Ball Fields,19th Avenue & Vicente,CA,94116,"20,560.18",567.36,0.47,-122.47602952,37.74084587
8,Douglass Playground,0.951,Ball Field,Crocker Amazon - ball fields,Moscow & Italy Streets,CA,94112,"515,443.48","5,506.27",11.83,-122.43050192,37.71451183
200,States Street Playground,0.8959999999999999,Clubhouse,Parque Ninos Unidos Clubhouse,23rd & Treat St,CA,94110,"2,043.34",288.86,0.05,-122.41389356,37.75431392
34,Coleridge Mini Park,0.972,Ball Field,St Mary's Ball Fields,Murray & Justin Dr,CA,94112,"84,078.55","1,213.73",1.93,-122.42088341,37.7344511
187,Parque Ninos Unidos,0.904,Clubhouse,Louis Sutter Clubhouse,Wayland & Yale St,CA,94134,"2,487.21",176.85,0.06,-122.41437425,37.72238701
50,James Rolph Jr. Playground,0.838,Basketball Court,Cabrillo Basketball Courts,38th Ave  &  Cabrillo,CA,94121,"7,295.76",488.95,0.17,-122.49870696,37.77278236
49,Potrero del Sol Park,0.7170000000000001,Basketball Court,Buchanan St. Mall Basketball Crts,Buchanan & Grove,CA,94102,"2,246.38",192.14,0.05,-122.42861057,37.77961618
148,Michelangelo Playground,0.929,Restroom,St Mary's Square Bathrooms,California St & Grant St,CA,94108,448.58,94.36,0.01,-122.40507908,37.79171479
136,St. Mary's Square,0.902,Restroom,Jefferson Square Bathrooms,Eddy & Gough,CA,94109,449.39,90.24,0.01,-122.42546457,37.78153236
170,Woh Hei Yuen Park,0.941,Activity Center,GGP3 County Fair Bldg,Stanyan & Great Hwy,CA,94117,"28,191.72","1,359.81",0.65,-122.46716526,37.76656383
141,Portsmouth Square,0.797,Restroom,Lower Great Hwy Wawona Bathrooms,Great Hwy & Noriega,CA,94122,"3,391.89","1,046.45",0.08,-122.50634897,37.73640946
150,Joe DiMaggio North Beach Playground,0.935,Restroom,Washington Square Bathrooms,Filbert & Stockton & Columbus,CA,94133,287.28,83.94,0.01,-122.41063078,37.80105784
169,Victoria Manalo Draves Park,0.909,Concession,GGP6 Beach Chalet,1000 Great Hwy (at Ocean Beach),CA,94117,"10,192.91",434.34,0.23,-122.5101143,37.76945803
55,Franklin Square,0.8420000000000001,Basketball Court,Crocker Amazon Basketball Courts,Moscow & Italy St,CA,94112,"16,364.79",724.78,0.38,-122.43084993,37.71474057
188,Palou-Phelps Park,0.805,Clubhouse,Julius Kahn Clubhouse,West Pacific Ave & Spruce St,CA,94118,"1,443.45",163.63,0.03,-122.45373436,37.79124744
157,Selby-Palou Mini Park,0.833,Clubhouse,Cabrillo Clubhouse,38th Ave  &  Cabrillo,CA,94121,"1,379.55",194.21,0.03,-122.49845418,37.77309962
45,Youngblood Coleman Playground,0.953,Basketball Court,Argonne: Basketball,18th Ave  &  Geary Blvd,CA,94121,"4,209.02",268.01,0.10,-122.47793647,37.77928896
42,Little Hollywood Park,0.865,Basketball Court,Chalmers: Basketball,670 Brunswick & Lowell Roemer,CA,94112,"8,546.61",381.78,0.20,-122.44714807,37.70979694
27,Visitacion Valley Playground,0.745,Ball Field,Ocean View Ball Fields,Capitol & Montana Street,CA,94112,"135,493.23","2,241.10",3.11,-122.45760265,37.71549811
47,Hilltop Park,0.88,Basketball Court,Victoria Manalo DravesBsktball Crts,Folsom & Sherman St,CA,94103,"7,339.79",361.09,0.17,-122.40660765,37.77738554
167,Midtown Terrace Playground,0.9109999999999999,Activity Center,GGP5 Anglers Lodge,Stanyan & Great Hwy,CA,94117,"2,013.01",212.44,0.05,-122.49656408,37.76799666
68,West Portal Playground,0.897,Basketball Court,James Rolph Jr Basketball Courts,Potrero & Cesar Chavez St,CA,94110,"7,643.30",509.15,0.18,-122.40654275,37.75007779
70,Miraloma Playground,0.978,Basketball Court,Julius Kahn Basketball Courts,West Pacific Ave & Spruce St,CA,94118,"5,049.66",295.52,0.12,-122.45432447,37.791217200000006
78,Mt. Olympus,0.737,Basketball Court,Michelangelo Basketball Courts,Greenwich & Jones,CA,94133,"4,157.34",255.55,0.10,-122.41675033,37.80101867
4,Walter Haas Playground,0.8690000000000001,Ball Field,Balboa ball fields,Ocean & San Jose,CA,94112,"223,812.90","5,432.16",5.14,-122.44532438,37.72402602
75,Eureka Valley Recreation Center,0.973,Basketball Court,Little Hollywood Basketball Courts,Lathrop & Tocoloma,CA,94134,"3,785.60",257.53,0.09,-122.39780481,37.71007449
63,Mission Dolores Park,0.873,Basketball Court,Head/Brotherhood Basketball Courts,Head St & Brotherhood Way,CA,94112,"5,011.46",296.28,0.12,-122.46417493,37.7126251
23,Juri Commons,0.9470000000000001,Ball Field,James Lang Ball Fields,1016 Laguna,CA,94102,"98,547.66","1,395.62",2.26,-122.42465985,37.78097316
60,Jose Coronado Playground,0.8079999999999999,Basketball Court,GGP1 Panhandle Basketball Courts,Stanyan & Great Hwy,CA,94117,"4,645.55",279.47,0.11,-122.44838047,37.77230438
1,Glen Park,0.86,Ball Field,Chalmers: Ball Fields,670 Brunswick & Lowell Roemer,CA,94112,"43,710.02",856.15,1.00,-122.44643687,37.70989615
132,Moscone Recreation Center,0.8690000000000001,Restroom,GGP5 Hellman Hollow Restrooms (frmrly Speedway M,Stanyan & Great Hwy,CA,94117,"1,003.96",126.83,0.02,-122.4846926,37.76952984
124,Raymond Kimbell Playground,0.879,Restroom,GGP2 Big Rec Bathroom,Stanyan & Great Hwy,CA,94117,"1,854.90",185.78,0.04,-122.46536323,37.76853068
144,Washington-Hyde Mini Park,0.973,Restroom,Mountain Lake Restrooms,12th Ave & Lake St,CA,94118,907.68,158.00,0.02,-122.47175615,37.78697309
52,Potrero Hill Recreation Center,0.9229999999999999,Basketball Court,Cayuga Basketball Courts,Cayuga & Naglee St,CA,94112,"7,743.78",358.06,0.18,-122.45013946,37.71405211
85,South Sunset Playground,1.0,Basketball Court,Joe Dimaggio Basketball Courts,651 Lombard St,CA,94133,"8,238.45",368.90,0.19,-122.41205791,37.8024484
159,Cayuga-Lamartine Mini Park,0.9059999999999999,Clubhouse,Willie Woo Woo Wong Clubhouse,850 Sacramento St,CA,94108,"3,403.84",243.06,0.08,-122.40690115,37.79359973
166,Julius Kahn Playground,0.8540000000000001,Clubhouse,Gilman Clubhouse,Gilman Ave & Griffith,CA,94124,"3,479.97",236.52,0.08,-122.38832992,37.71682579
80,Corona Heights,0.963,Basketball Court,Miraloma Basketball Courts,Omar & Sequoia Way,CA,94127,"6,480.24",333.89,0.15,-122.44913152,37.73905066
81,Buena Vista Park,0.8059999999999999,Basketball Court,Mission Dolores Basketball Courts,19th & Dolores St,CA,94110,"6,114.34",324.17,0.14,-122.42739885,37.76103393
55,Franklin Square,0.927,Basketball Court,Crocker Amazon Basketball Courts,Moscow & Italy St,CA,94112,"16,364.79",724.78,0.38,-122.43084993,37.71474057
88,McCoppin Square,0.87,Basketball Court,Parkside Square Basketball Courts,28th Ave & Vicente,CA,94116,"2,332.73",203.41,0.05,-122.48342987,37.73875894
28,John McLaren Park,0.9470000000000001,Ball Field,Parkside ball fields,28th Ave & Vicente,CA,94116,"104,340.63","1,513.14",2.40,-122.48430123,37.73838541
10,Lake Merced Park,0.633,Ball Field,Eureka Valley Ball Fields,100 Collingwood,CA,94114,"32,412.15",705.06,0.74,-122.4366393,37.7595074
98,DuPont Courts,0.579,Basketball Court,St Mary's Basketball Courts,Murray & Justin Dr,CA,94112,"7,571.20",375.26,0.17,-122.42106171,37.73337066
54,Jackson Playground,0.9540000000000001,Basketball Court,Jose Coronado Basketball Courts,21st & Folsom,CA,94110,"6,941.85",354.07,0.16,-122.41525922,37.75750603
7,George Christopher Playground,0.987,Ball Field,Larsen Ball Fields,19th Avenue & Vicente,CA,94116,"20,560.18",567.36,0.47,-122.47602952,37.74084587
117,Alamo Square,0.753,Restroom,Gilman Bathrooms,Gilman Ave & Griffith,CA,94124,378.67,94.26,0.01,-122.38877192,37.71717866
22,Upper Noe Recreation Center,0.955,Ball Field,Laurel Ball Fields,Euclid & Collins Streets,CA,94118,"24,075.72",622.99,0.55,-122.45087374,37.78391437
23,Juri Commons,0.86,Ball Field,James Lang Ball Fields,1016 Laguna,CA,94102,"98,547.66","1,395.62",2.26,-122.42465985,37.78097316
33,Bernal Heights Recreation Center,0.868,Ball Field,South Sunset Ball Fields,40th Ave & Vicente St,CA,94116,"97,238.46","1,772.81",2.23,-122.49845826,37.73710357
138,Justin Herman-Embarcadero Plaza,0.9059999999999999,Restroom,Lafayette Park Restrooms,Washington & Laguna St,CA,94115,787.53,120.23,0.02,-122.42812055,37.79170701
195,Peixotto Playground,0.841,Clubhouse,McCoppin Square Clubhouse,24th & Taraval,CA,94116,"1,220.97",186.16,0.03,-122.48075768,37.743533
73,Seward Mini Park,0.879,Basketball Court,Koshland Park Basketball Courts,Page & Buchanan,CA,94102,"1,589.22",151.94,0.04,-122.42699192,37.77327797
134,Father Alfred E. Boeddeker Park,0.9309999999999999,Restroom,Holly Park Bathrooms,Holly Park Cir,CA,94110,446.50,92.09,0.01,-122.42057329,37.73711761
84,Parkside Square,0.89,Basketball Court,Noe Valley Courts Basketball Courts,24th & Douglass St,CA,94114,"4,366.99",273.78,0.10,-122.43903453,37.75155961
10,Lake Merced Park,0.764,Ball Field,Eureka Valley Ball Fields,100 Collingwood,CA,94114,"32,412.15",705.06,0.74,-122.4366393,37.7595074
105,Angelo J. Rossi Playground,0.9259999999999999,Basketball Court,YoungbloodColeman Basketball Courts,Mendell & Galvez,CA,94124,"10,461.24",450.06,0.24,-122.38380193,37.73816799
90,J. P. Murphy Playground,0.97,Basketball Court,Potrero Hill Basketball Courts,801 Arkansas St,CA,94107,"5,816.79",317.60,0.13,-122.39716361,37.75692591
196,Head-Brotherhood Mini Park,0.968,Maintenance Facility,Michelangelo Gardeners Shed,Greenwich & Jones,CA,94133,249.74,68.37,0.01,-122.41678045,37.80126925
17,Merced Heights Playground,0.963,Ball Field,Jackson ball fields,17th & Arkansas Street,CA,94107,"147,298.32","1,631.63",3.38,-122.39966866,37.7644047
44,Gilman Playground,0.773,Basketball Court,Rossi Basketball Courts,Arguello & Anza,CA,94118,"5,991.51",319.90,0.14,-122.45738243,37.779225200000006
62,Alioto Mini Park,0.9179999999999999,Basketball Court,Hayes Valley Basketball Courts,Hayes & Buchanan St,CA,94102,"7,077.50",358.40,0.16,-122.42709066,37.77609582
119,Margaret S. Hayward Playground,0.745,Restroom,GGP3 Arboretum South Restrooms,Stanyan & Great Hwy,CA,94117,330.08,78.29,0.01,-122.46834526,37.76680021
49,Potrero del Sol Park,0.7809999999999999,Basketball Court,Buchanan St. Mall Basketball Crts,Buchanan & Grove,CA,94102,"2,246.38",192.14,0.05,-122.42861057,37.77961618
46,Adam Rogers Park,0.8959999999999999,Basketball Court,Bernal Hts RC  Basketball Courts,500 Moultrie St,CA,94110,"3,530.33",244.47,0.08,-122.41633421,37.73824803
48,India Basin Shoreline Park,0.892,Basketball Court,Boeddeker Park Basketball Courts,295 Eddy St,CA,94102,"2,591.24",203.79,0.06,-122.41243003,37.78432754
53,McKinley Square,0.965,Basketball Court,Basketball Courts,Washington & Mason St,CA,94108,"4,599.32",285.19,0.11,-122.41204267,37.79411551
184,Fay Park,0.971,Clubhouse,James Rolph Jr Clubhouse,Potrero & Cesar Chavez St,CA,94110,"2,967.47",239.33,0.07,-122.40667240000002,37.74997723
28,John McLaren Park,0.5379999999999999,Ball Field,Parkside ball fields,28th Ave & Vicente,CA,94116,"104,340.63","1,513.14",2.40,-122.48430123,37.73838541
89,Golden Gate Heights Park,0.9490000000000001,Basketball Court,Palega Basketball Courts,500 Felton,CA,94134,"7,360.71",362.13,0.17,-122.41004368,37.72889564
68,West Portal Playground,0.84,Basketball Court,James Rolph Jr Basketball Courts,Potrero & Cesar Chavez St,CA,94110,"7,643.30",509.15,0.18,-122.40654275,37.75007779
50,James Rolph Jr. Playground,0.873,Basketball Court,Cabrillo Basketball Courts,38th Ave  &  Cabrillo,CA,94121,"7,295.76",488.95,0.17,-122.49870696,37.77278236
45,Youngblood Coleman Playground,0.772,Basketball Court,Argonne: Basketball,18th Ave  &  Geary Blvd,CA,94121,"4,209.02",268.01,0.10,-122.47793647,37.77928896
86,Carl Larsen Park,0.887,Basketball Court,Ocean View Basketball Courts,Capitol & Montana St,CA,94112,"5,572.02",311.98,0.13,-122.45670775,37.71633478
10,Lake Merced Park,0.882,Ball Field,Eureka Valley Ball Fields,100 Collingwood,CA,94114,"32,412.15",705.06,0.74,-122.4366393,37.7595074
60,Jose Coronado Playground,0.927,Basketball Court,GGP1 Panhandle Basketball Courts,Stanyan & Great Hwy,CA,94117,"4,645.55",279.47,0.11,-122.44838047,37.77230438
31,St. Mary's Recreation Center,0.956,Ball Field,Raymond Kimbell ball fields,Steiner & O'Farrell Street,CA,94115,"104,365.61","1,535.72",2.40,-122.43509741,37.78270623
102,Mountain Lake Park,0.9890000000000001,Basketball Court,Upper Noe Basketball Courts,Day & Sanchez St,CA,94131,"5,471.94",304.93,0.13,-122.42795075,37.74226468
130,Helen Wills Playground,0.988,Restroom,GGP4 Rose Garden Bathroom,Stanyan & Great Hwy,CA,94117,"1,693.33",167.50,0.04,-122.47201293,37.77151676
19,Minnie & Lovie Ward Recreation Center,0.841,Ball Field,Louis Sutter PG Ball Fields,Mansell & Visitacion,CA,94134,"111,951.52","1,514.10",2.57,-122.41348022,37.72310926
4,Walter Haas Playground,0.915,Ball Field,Balboa ball fields,Ocean & San Jose,CA,94112,"223,812.90","5,432.16",5.14,-122.44532438,37.72402602
1,Glen Park,0.941,Ball Field,Chalmers: Ball Fields,670 Brunswick & Lowell Roemer,CA,94112,"43,710.02",856.15,1.00,-122.44643687,37.70989615
113,Duboce Park,0.907,Restroom,Larsen Restrooms,19th Ave & Vicente,CA,94116,323.65,77.39,0.01,-122.47604401,37.73945888
63,Mission Dolores Park,0.898,Basketball Court,Head/Brotherhood Basketball Courts,Head St & Brotherhood Way,CA,94112,"5,011.46",296.28,0.12,-122.46417493,37.7126251
148,Michelangelo Playground,0.985,Restroom,St Mary's Square Bathrooms,California St & Grant St,CA,94108,448.58,94.36,0.01,-122.40507908,37.79171479
146,Hyde-Vallejo Mini Park,0.903,Restroom,Parkside Square Bathrooms,28th Ave & Vicente,CA,94116,402.59,84.46,0.01,-122.48370969,37.73833246
115,Koshland Park,0.792,Restroom,DuPont Courts Restrooms,30th Ave & Clement,CA,94121,291.66,75.73,0.01,-122.49084001,37.78287907
25,Alice Chalmers Playground,0.9009999999999999,Ball Field,Miraloma ball fields,Omar & Sequoia Way,CA,94127,"47,658.91",875.96,1.09,-122.4493957,37.73853897
9,Rolph Nicol Playground,0.925,Dog Play Area,Douglass dog play area,26th & Douglass Street,CA,94114,"70,655.34","1,153.02",1.62,-122.43889466,37.74674101
159,Cayuga-Lamartine Mini Park,0.938,Clubhouse,Willie Woo Woo Wong Clubhouse,850 Sacramento St,CA,94108,"3,403.84",243.06,0.08,-122.40690115,37.79359973
132,Moscone Recreation Center,0.988,Restroom,GGP5 Hellman Hollow Restrooms (frmrly Speedway M,Stanyan & Great Hwy,CA,94117,"1,003.96",126.83,0.02,-122.4846926,37.76952984
169,Victoria Manalo Draves Park,0.977,Concession,GGP6 Beach Chalet,1000 Great Hwy (at Ocean Beach),CA,94117,"10,192.91",434.34,0.23,-122.5101143,37.76945803
52,Potrero Hill Recreation Center,0.9,Basketball Court,Cayuga Basketball Courts,Cayuga & Naglee St,CA,94112,"7,743.78",358.06,0.18,-122.45013946,37.71405211
91,West Sunset Playground,0.851,Basketball Court,Presidio Heights Basketball Courts,Clay & Walnut St,CA,94118,"6,165.97",320.02,0.14,-122.44947936,37.78852017
18,Brooks Park,0.9,Ball Field,Rolph ball fields,Potrero & Cesar Chavez Street,CA,94110,"84,562.76","1,302.17",1.94,-122.40613959999999,37.74951809
66,Balboa Park,0.9940000000000001,Basketball Court,J. P. Murphy Basketball Courts,1960 9th Ave,CA,94116,"5,492.96",305.77,0.13,-122.46492925,37.75169429
107,Laurel Hill Playground,0.986,Restroom,Alamo: Restrooms,Hayes & Steiner,CA,94117,479.59,96.29,0.01,-122.43430821,37.776068
166,Julius Kahn Playground,0.792,Clubhouse,Gilman Clubhouse,Gilman Ave & Griffith,CA,94124,"3,479.97",236.52,0.08,-122.38832992,37.71682579
147,Washington Square,0.857,Restroom,Portsmouth Square Bathrooms,Washington & Walter Lum Pl,CA,94111,858.30,133.31,0.02,-122.40560121,37.79460147
139,Willie Woo Woo Wong Playground,0.904,Restroom,Lower Great Highway Judah Restrooms,Great Hwy & Noriega,CA,94122,"1,844.32",190.93,0.04,-122.50955359999999,37.76024004
108,Bush-Broderick Mini Park,0.9670000000000001,Restroom,Alta: Restrooms,Jackson & Steiner,CA,94115,213.12,60.73,0.00,-122.43815497,37.7912412
114,Page-Laguna Mini Park,0.966,Maintenance Facility,Huntington Park Maint Bldgs,California & Taylor,CA,94108,299.71,64.77,0.01,-122.41227409999999,37.7920544
124,Raymond Kimbell Playground,0.725,Restroom,GGP2 Big Rec Bathroom,Stanyan & Great Hwy,CA,94117,"1,854.90",185.78,0.04,-122.46536323,37.76853068
106,Beideman-O'Farrell Mini Park,0.875,Restroom,Rogers: Restrooms,Ingalls & Oakdale,CA,94124,541.24,94.82,0.01,-122.38372054,37.73087851
57,Eugene Friend Recreation Center,0.965,Basketball Court,Excelsior Basketball Courts,Russia Ave & Madrid,CA,94112,"5,882.71",313.13,0.14,-122.43331869,37.71994082
167,Midtown Terrace Playground,0.948,Activity Center,GGP5 Anglers Lodge,Stanyan & Great Hwy,CA,94117,"2,013.01",212.44,0.05,-122.49656408,37.76799666
70,Miraloma Playground,0.9890000000000001,Basketball Court,Julius Kahn Basketball Courts,West Pacific Ave & Spruce St,CA,94118,"5,049.66",295.52,0.12,-122.45432447,37.791217200000006
27,Visitacion Valley Playground,0.866,Ball Field,Ocean View Ball Fields,Capitol & Montana Street,CA,94112,"135,493.23","2,241.10",3.11,-122.45760265,37.71549811
47,Hilltop Park,0.826,Basketball Court,Victoria Manalo DravesBsktball Crts,Folsom & Sherman St,CA,94103,"7,339.79",361.09,0.17,-122.40660765,37.77738554
56,South Park,0.652,Basketball Court,Duboce Park Basketball Courts,Duboce & Scott St,CA,94117,"4,241.34",277.38,0.10,-122.4342058,37.76943315
100,Richmond Playground,0.9390000000000001,Basketball Court,Sunnyside Basketball Courts,Terisita Ave & Melrose,CA,94127,"5,666.13",304.65,0.13,-122.44688777,37.73295943
109,Presidio Heights Playground,0.97,Restroom,Balboa Park East Bathrooms,Ocean & San Jose,CA,94112,"1,008.10",127.06,0.02,-122.44423221,37.72518276
38,Bay View Playground,0.907,Ball Field,Visitacion Valley Ball Fields,Cora & Leland St,CA,94134,"53,257.90",886.44,1.22,-122.40908358,37.71227452
